id,date_created,response_status,funded_past_3_yrs,applied_not_funded,org_role,org_role_other_txt,primary_focus,primary_focus_other_txt,postal_code,purpose,confident_in_mac_ability,deadline_comms,guidelines_comms,manipogo,trasparent_granting,response_enquiries,response_results,feedback,complaints_process,improve,connection_to_arts_community,disconnect_explain_txt,rank_advocacy,rank_measure_impact,rank_board_trg,rank_financial_trg,rank_leadership_trg,rank_shared_services,rank_loan_access,rank_networking,rank_marketing,future_impact_txt,comments_txt,funded_status,role_grouped,fsa,.row_id,region,location
118980720882,2025-10-21,completed,No,Yes,Arts/Cultural Organization,NA,Music,NA,R3M0G2,To support the creation and presentation of artistic practices in Manitoba and by Manitobans outside of Manitoba. ,Confident,Excellent,Good,Good,Fair,Excellent,Fair,Poor,Don't know,Feedback on declined applications that would help them either move toward acceptance int he future or know that they are not strgon projects to avoid the time in applying again. ,Connected,NA,1,2,7,8,6,3,9,5,4,"Supported programs that elevate to national and global markets, Manitoba as a leader in all artists and culture areas by supporting projects that highlight unique projects and people of Manitoba. ",Recognize that supporting national organizations that are based in MB have a unique capacity to support the elevation of Manitoba's cultural product and community. ,"Applied, not funded",Organization,R3M,154,Capital Region,Winnipeg Area
118980654066,2025-10-21,completed,Yes,Yes,Community-based Organization,NA,Literary Arts,NA,R3B1H3,To support the arts community in Manitoba,Confident,Excellent,Excellent,Excellent,Fair,Excellent,Excellent,Excellent,Don't know,Spend a little time in the organizations to get a better sense of progress as an organization and to build good working relationships with these key individuals in these organizations.,Connected,NA,1,4,2,5,3,9,8,6,7,Multi-year funding would be an important improvement. Currently we are volunteer only and this is likely to continue. Without multi-year sustaining capital. Who would want to commit to an Executive Director type position.,Our organization was on its knees when I got involved with the MWG seven years ago. This was due to internal mismanagement. Correctly we could not be trusted with grant money at that stage. I have to say this organization has felt supported as we have re-built the organization as funding from MAC has gradually improved. Staying closer to all the organizations you fund I think it critical to ensure your funds are not miss-spent and improvement in management and organizational performance is recognized.,Funded,Organization,R3B,155,Capital Region,Winnipeg Area
118980639366,2025-10-21,completed,Yes,No,Individual Artist,NA,Visual Arts,NA,R0A1E0,They are fantastic ,Confident,Excellent,Good,Excellent,Fair,Excellent,Good,Good,Good,"Understanding more cultures around the world,",Connected,NA,1,6,5,7,8,3,4,2,9,NA,NA,Funded,Individual,R0A,156,Eastman,Outside Wpg
118980615296,2025-10-21,partial,No,No,Missing,Destination Development and Marketing (Tourism),Missing,tourism,R3C4T7,Crown Corp of the Gov't that provides funding to artists and arts organizations,Confident,Don't know,Good,Don't know,Don't know,Excellent,Don't know,Don't know,Don't know,NA,Connected,NA,1,3,8,7,9,5,6,4,2,NA,NA,"Did not apply, not funded",NA,R3C,157,Capital Region,Winnipeg Area
118980577420,2025-10-21,completed,Yes,Don't know,Arts/Cultural Organization,NA,Visual Arts,NA,R7A0K9,To disburse government funding for arts and cultural organizations in Manitoba.,Confident,Excellent,Excellent,Don't know,Good,Don't know,Don't know,Don't know,Don't know,"We need a larger pie. I worked for the WSO, and they had not had an increase in their grant for  years, while their costs continued to go up.  Now I'm on the board of the AGSM and I believe we had our funding cut back. This is disabling for organizations that are fundamental to the arts and culture of our province.",Connected,NA,5,4,6,8,7,2,9,3,1,"They have convinced the province to provide more support for the arts thereby ensuring that our arts organizations are not struggling by the skin of their teeth, staff are adequately compensated in the arts, and it's a feasible career to be an artist or musician.","I don't find MAC to be very prominent or present in the province.  I've lived/worked in both major cities and find them to be very hidden from view. This is too conservative/traditional/colonial. We need MAC to be leading the way, out there and celebrating the arts.",Missing,Organization,R7A,158,Westman,Outside Wpg
118980557341,2025-10-21,completed,Yes,Yes,Community-based Organization,NA,Missing,"We utilize all of these media and community events, workshops, and circles",R3G2A0,Encourage and enhance the arts in Manitoba. Support Artists. Support groups that are involved in the arts,Very confident,Excellent,Excellent,Fair,Don't know,Excellent,Good,Good,Excellent,"Well, honestly, I think the government should support MAC with increased funding",Connected,NA,2,1,9,7,4,5,6,3,8,Arts and culture is as well attended and supported as sports in Manitoba. Seen as equally relevant. ,"As a community based organization, none of us are actual artists, but we encourage Arts, especially in children and youth, as we have seen how the Arts can keep children out of gangs, encourage their self expression, and help them participate in post, secondary education",Funded,Organization,R3G,159,Capital Region,Winnipeg Area
118980516940,2025-10-21,completed,No,No,Individual Artist,NA,Music,NA,R3M2N4,Support for artists in all disciplines by providing financial assistance and critique toward preservation and innovation of all art forms.,Confident,Good,Good,Fair,Don't know,Missing,Good,Good,Don't know,Simplifying the application process.,Missing,I don't know. ,1,2,3,4,5,6,7,8,9,Separate the arts from culture.,Not really.,"Did not apply, not funded",Individual,R3M,160,Capital Region,Winnipeg Area
118980168132,2025-10-21,partial,Yes,Yes,Community-based Organization,NA,Media Arts,NA,R2M2C9,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,Funded,Organization,R2M,161,Capital Region,Winnipeg Area
118980148065,2025-10-21,completed,Yes,Yes,Individual Artist,NA,Visual Arts,NA,R2H0Y2,Service d’information et appuie financier pour les artistes dans tous les domaines et pour les centres et organismes d’arts.,Confident,Fair,Fair,Fair,Fair,Fair,Fair,Poor,Don't know,Il y a eu de l’amélioration et je vous encourage de continuer surtout en ce qui concerne les ateliers.,Connected,NA,2,1,3,5,4,6,7,9,8,Une plus grande visibilité en presence dans les centres et les organismes. ,Continuez vos efforts. Merci pour vos services et votre appuie financier. ,Funded,Individual,R2H,162,Capital Region,Winnipeg Area
118980071561,2025-10-21,partial,No,Don't know,Arts/Cultural Organization,NA,Dance,NA,R3B,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,Missing,NA,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,Missing,NA,NA,Missing,Organization,R3B,163,Capital Region,Winnipeg Area
118979994718,2025-10-21,completed,Yes,No,Arts/Cultural Organization,NA,Media Arts,NA,R2H0G7,"Essentially, to help create an environment for the arts and culture to flourish for all Manitobans.",Confident,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Don't know,Don't know,"Showcase more about the projects and organizations that MAC is supporting in the community and those that have travelled outside the province on social media and other campaigns. I like the individual artists profiles you have done and the annual reports is also good. Yes, social media can be a full-time job...",Connected,NA,1,2,5,6,7,8,9,3,4,"In 10 years time, MAC has helped to support the creation of new multi-use cultural spaces that can be used by various community cultural groups (venues for film screenings. music and pop up exhibitions are lacking). There are some the same grants but more grants that focus on collaboration, partnerships and creative innovation as themes.",Best of luck! Looking forward to hearing the new priorities.,Funded,Organization,R2H,164,Capital Region,Winnipeg Area
118979988559,2025-10-20,completed,Yes,Yes,Arts/Cultural Organization,NA,Music,NA,R3B,To manage the government's investment in the arts sector ,Very confident,Excellent,Excellent,Good,Good,Excellent,Excellent,Don't know,Don't know,NA,Very connected,NA,5,4,7,6,1,2,9,8,3,"Successfully lobbied and received more government funds to distribute to the sector. Sector innovation, and future forward grants are successful in helping the sector rethink and remake business models ","Investing in gathering, sharing, learning, researching, promoting are all good ideas.  ",Funded,Organization,R3B,165,Capital Region,Winnipeg Area
118979986957,2025-10-21,completed,Yes,Yes,Individual Artist,NA,Literary Arts,NA,R2M0A3,"Supporting, developing and recognizing artists and arts organizations in Manitoba.",Confident,Good,Good,Good,Fair,Good,Fair,Poor,Don't know,"Less complexity in grant applications, esp budget form.",Connected,NA,1,2,4,5,6,8,9,3,7,More of same. Artists and arts organizations at all levels of development can rely on regular support.,NA,Funded,Individual,R2M,166,Capital Region,Winnipeg Area
118979984369,2025-10-21,completed,No,Yes,Individual Artist,NA,Media Arts,NA,R3G1X9,Help support Manitoban artists in their creative endeavours,Not very confident,Good,Fair,Good,Fair,Fair,Fair,Poor,Don't know,The quantity of projects it funds,Very disconnected,"They claim to be against supporting artists working for free but then require so much unpaid labour in order to submit a successful application that it creates a class barrier where only artists who are already supported in some other way and thus in the least need of MAC’s funding are even able to receive it. Their panelists also seem so unaware of the workings of many fields that most of the application needs to be dedicated to explaining the nature of the process leaving little to no room for description of the actual artistic intent. In general there seems to be a lack of understanding that in order for artists to survive off their work and be in a position where the amounts on offer from MAC would actually be helpful, much if not most of their experience going in is going to have to be commercial in nature. ",3,4,2,6,5,9,1,7,8,Shifted focus to providing as many inexperienced artists as possible with funding and opportunities to create work and gain experience in order to gain access to opportunities outside the scope of what MAC can provide. ,Right now your media arts offerings are only supporting privileged hobbyists and professionals with their side projects. No artist who needs to work to live is being helped by your current setup,"Applied, not funded",Individual,R3G,167,Capital Region,Winnipeg Area
